name,date,type,comment,potentials
2018-02-20 New posting for Tb,2018-02-20,new posting,New posting for Tb,"[{'id': '2018--Mendelev-M-I-Zhang-F-Song-H-et-al--Tb', 'key': 'ed3a1bb7-3c6c-47f6-b3ca-e05870435610', 'dois': ['10.1063/1.5026922'], 'elements': ['Tb'], 'othername': None, 'fictional': False}]"
2018-02-20-New-posting-for-Tb,2018-02-20,new posting,New posting for Tb,"[{'id': '2018--Mendelev-M-I-Zhang-F-Song-H-et-al--Tb', 'key': 'ed3a1bb7-3c6c-47f6-b3ca-e05870435610', 'dois': ['10.1063/1.5026922'], 'elements': ['Tb'], 'othername': None, 'fictional': False}]"
2018-03-20 New posting for Be-O,2018-03-20,new posting,New posting for Be-O,"[{'id': '2018--Byggmastar-J-Hodille-E-A-Ferro-Y-Nordlund-K--Be-O', 'key': '46322ac0-7204-44ca-91c1-88c5b6bc657c', 'dois': ['10.1088/1361-648x/aaafb3'], 'elements': ['Be', 'O'], 'othername': None, 'fictional': False}]"
2018-03-20 New postings for Fe-Cr-W and Fe-W,2018-03-20,new posting,New postings for Fe-Cr-W and Fe-W,"[{'id': '2013--Bonny-G-Castin-N-Bullens-J-et-al--Fe-Cr-W', 'key': 'd0b8ed5d-d5bf-4e22-acfb-ccf84a87690b', 'dois': ['10.1088/0953-8984/25/31/315401'], 'elements': ['Fe', 'Cr', 'W'], 'othername': None, 'fictional': False}, {'id': '2013--Bonny-G-Castin-N-Bullens-J-et-al--Fe-W', 'key': '64d55ff4-a0d4-4eb6-897f-56c6d3c0154e', 'dois': ['10.1088/0953-8984/25/31/315401'], 'elements': ['Fe', 'W'], 'othername': None, 'fictional': False}]"
2018-03-20 Updated publication information,2018-03-20,updated posting,Updated publication information,"[{'id': '2016--Wilson-S-R-Mendelev-M-I--Mg', 'key': '2a6e9260-0a82-4041-852b-88e69bfbd79d', 'dois': ['10.1063/1.4946032'], 'elements': ['Mg'], 'othername': None, 'fictional': False}]"
2018-03-20-New-posting-for-Be-O,2018-03-20,new posting,New posting for Be-O,"[{'id': '2018--Byggmastar-J-Hodille-E-A-Ferro-Y-Nordlund-K--Be-O', 'key': '46322ac0-7204-44ca-91c1-88c5b6bc657c', 'dois': ['10.1088/1361-648x/aaafb3'], 'elements': ['Be', 'O'], 'othername': None, 'fictional': False}]"
2018-03-20-New-postings-for-Fe-Cr-W-and-Fe-W,2018-03-20,new posting,New postings for Fe-Cr-W and Fe-W,"[{'id': '2013--Bonny-G-Castin-N-Bullens-J-et-al--Fe-Cr-W', 'key': 'd0b8ed5d-d5bf-4e22-acfb-ccf84a87690b', 'dois': ['10.1088/0953-8984/25/31/315401'], 'elements': ['Fe', 'Cr', 'W'], 'othername': None, 'fictional': False}, {'id': '2013--Bonny-G-Castin-N-Bullens-J-et-al--Fe-W', 'key': '64d55ff4-a0d4-4eb6-897f-56c6d3c0154e', 'dois': ['10.1088/0953-8984/25/31/315401'], 'elements': ['Fe', 'W'], 'othername': None, 'fictional': False}]"
2018-03-20-Updated-publication-information,2018-03-20,updated posting,Updated publication information,"[{'id': '2016--Wilson-S-R-Mendelev-M-I--Mg', 'key': '2a6e9260-0a82-4041-852b-88e69bfbd79d', 'dois': ['10.1063/1.4946032'], 'elements': ['Mg'], 'othername': None, 'fictional': False}]"
2018-04-09 New posting for Si-U,2018-04-09,new posting,New posting for Si-U,"[{'id': '2017--Beeler-B-Baskes-M-Andersson-D-et-al--U-Si', 'key': '021922c7-ac43-4e65-8723-c28e88339b36', 'dois': ['10.1016/j.jnucmat.2017.08.025'], 'elements': ['U', 'Si'], 'othername': None, 'fictional': False}]"
2018-04-09-New-posting-for-Si-U,2018-04-09,new posting,New posting for Si-U,"[{'id': '2017--Beeler-B-Baskes-M-Andersson-D-et-al--U-Si', 'key': '021922c7-ac43-4e65-8723-c28e88339b36', 'dois': ['10.1016/j.jnucmat.2017.08.025'], 'elements': ['U', 'Si'], 'othername': None, 'fictional': False}]"
2018-05-17 Improved implementations that fix precision rounding issues,2018-05-17,updated posting,Improved implementations that fix precision rounding issues,"[{'id': '2004--Zhou-X-W-Johnson-R-A-Wadley-H-N-G--Ag', 'key': '248c41b3-6861-43d0-876c-e528541b699f', 'dois': ['10.1103/physrevb.69.144113'], 'elements': ['Ag'], 'othername': None, 'fictional': False}, {'id': '2004--Zhou-X-W-Johnson-R-A-Wadley-H-N-G--Al', 'key': '5aad5c57-cd85-48b3-acb0-db0cc4f68e31', 'dois': ['10.1103/physrevb.69.144113'], 'elements': ['Al'], 'othername': None, 'fictional': False}, {'id': '2004--Zhou-X-W-Johnson-R-A-Wadley-H-N-G--Au', 'key': '56c064d6-9bb4-42b6-b5e1-b54bb4dbae1d', 'dois': ['10.1103/physrevb.69.144113'], 'elements': ['Au'], 'othername': None, 'fictional': False}, {'id': '2004--Zhou-X-W-Johnson-R-A-Wadley-H-N-G--Co', 'key': '86bc9f81-1601-4a4f-bcc1-f5d7d96c3e9b', 'dois': ['10.1103/physrevb.69.144113'], 'elements': ['Co'], 'othername': None, 'fictional': False}, {'id': '2004--Zhou-X-W-Johnson-R-A-Wadley-H-N-G--Cu-Ag-Au', 'key': '52da31b9-68f7-4c14-9e82-048f6fbdd145', 'dois': ['10.1103/physrevb.69.144113'], 'elements': ['Cu', 'Ag', 'Au'], 'othername': None, 'fictional': False}, {'id': '2004--Zhou-X-W-Johnson-R-A-Wadley-H-N-G--Cu', 'key': '2b5389d5-0313-43be-a7c7-ce9130ba51b8', 'dois': ['10.1103/physrevb.69.144113'], 'elements': ['Cu'], 'othername': None, 'fictional': False}, {'id': '2004--Zhou-X-W-Johnson-R-A-Wadley-H-N-G--Fe', 'key': '030d9099-cf7f-4623-b597-733e80d214a4', 'dois': ['10.1103/physrevb.69.144113'], 'elements': ['Fe'], 'othername': None, 'fictional': False}, {'id': '2004--Zhou-X-W-Johnson-R-A-Wadley-H-N-G--Mg', 'key': '816ed50d-9e0c-4bd2-8a9a-dca83d4e0bb8', 'dois': ['10.1103/physrevb.69.144113'], 'elements': ['Mg'], 'othername': None, 'fictional': False}, {'id': '2004--Zhou-X-W-Johnson-R-A-Wadley-H-N-G--Mo', 'key': '7447a36d-7f5c-4562-b569-825d3cf66cc1', 'dois': ['10.1103/physrevb.69.144113'], 'elements': ['Mo'], 'othername': None, 'fictional': False}, {'id': '2004--Zhou-X-W-Johnson-R-A-Wadley-H-N-G--Ni', 'key': '063c9331-69e4-40e4-bb6c-cee56d576b60', 'dois': ['10.1103/physrevb.69.144113'], 'elements': ['Ni'], 'othername': None, 'fictional': False}, {'id': '2004--Zhou-X-W-Johnson-R-A-Wadley-H-N-G--Pb', 'key': '1c592eb1-3cdd-4090-aa0b-e7246f7d5f91', 'dois': ['10.1103/physrevb.69.144113'], 'elements': ['Pb'], 'othername': None, 'fictional': False}, {'id': '2004--Zhou-X-W-Johnson-R-A-Wadley-H-N-G--Pd', 'key': '5ea5dd6c-a901-4acd-b036-9c33a0acd5b0', 'dois': ['10.1103/physrevb.69.144113'], 'elements': ['Pd'], 'othername': None, 'fictional': False}, {'id': '2004--Zhou-X-W-Johnson-R-A-Wadley-H-N-G--Pt', 'key': 'b236a7be-023c-4df7-8146-da4fbdfcf900', 'dois': ['10.1103/physrevb.69.144113'], 'elements': ['Pt'], 'othername': None, 'fictional': False}, {'id': '2004--Zhou-X-W-Johnson-R-A-Wadley-H-N-G--Ta-Cu', 'key': 'f12498d1-1560-4fcf-af65-7ec9934b0b95', 'dois': ['10.1103/physrevb.69.144113'], 'elements': ['Ta', 'Cu'], 'othername': None, 'fictional': False}, {'id': '2004--Zhou-X-W-Johnson-R-A-Wadley-H-N-G--Ta', 'key': '04aa4a53-9229-4c6a-8a03-1e8836fd8712', 'dois': ['10.1103/physrevb.69.144113'], 'elements': ['Ta'], 'othername': None, 'fictional': False}, {'id': '2004--Zhou-X-W-Johnson-R-A-Wadley-H-N-G--Ti', 'key': '8d877089-5fc2-418e-a2b3-a1b468483690', 'dois': ['10.1103/physrevb.69.144113'], 'elements': ['Ti'], 'othername': None, 'fictional': False}, {'id': '2004--Zhou-X-W-Johnson-R-A-Wadley-H-N-G--W', 'key': '865a32b5-d4ae-4e3e-bd8b-b503d0ba1a78', 'dois': ['10.1103/physrevb.69.144113'], 'elements': ['W'], 'othername': None, 'fictional': False}, {'id': '2004--Zhou-X-W-Johnson-R-A-Wadley-H-N-G--Zr', 'key': '6ccabaad-9825-4d97-9f9d-3058fca15806', 'dois': ['10.1103/physrevb.69.144113'], 'elements': ['Zr'], 'othername': None, 'fictional': False}]"
2018-05-17 New posting for Au-Pt,2018-05-17,new posting,New posting for Au-Pt,"[{'id': '2017--OBrien-C-J-Barr-C-M-Price-P-M-et-al--Pt-Au', 'key': '702f778d-fe20-45b2-8494-910be7453f48', 'dois': ['10.1007/s10853-017-1706-1'], 'elements': ['Pt', 'Au'], 'othername': None, 'fictional': False}]"
"2018-05-17 New postings for Cu, Fe and Ni",2018-05-17,new posting,"New postings for Cu, Fe and Ni","[{'id': '2018--Etesami-S-A-Asadi-E--Cu', 'key': '080d6165-e0be-45b5-8228-4eac51e7b78d', 'dois': ['10.1016/j.jpcs.2017.09.001'], 'elements': ['Cu'], 'othername': None, 'fictional': False}, {'id': '2018--Etesami-S-A-Asadi-E--Fe', 'key': '6c0f6df2-88e4-451b-833e-b9a0d3ccdc34', 'dois': ['10.1016/j.jpcs.2017.09.001'], 'elements': ['Fe'], 'othername': None, 'fictional': False}, {'id': '2018--Etesami-S-A-Asadi-E--Ni', 'key': 'f69c42dc-75b2-4a1b-abf0-bab1a0e9c778', 'dois': ['10.1016/j.jpcs.2017.09.001'], 'elements': ['Ni'], 'othername': None, 'fictional': False}]"
2018-05-17 Updated publication information,2018-05-17,updated posting,Updated publication information,"[{'id': '2015--Moore-A-P-Beeler-B-Deo-C-et-al--U-Zr', 'key': '94566722-46b5-4f66-8202-5dfebeba3f80', 'dois': ['10.1016/j.jnucmat.2015.10.016'], 'elements': ['U', 'Zr'], 'othername': None, 'fictional': False}]"
2018-05-17-Improved-implementations-that-fix-precision-rounding-issues,2018-05-17,updated posting,Improved implementations that fix precision rounding issues,"[{'id': '2004--Zhou-X-W-Johnson-R-A-Wadley-H-N-G--Ag', 'key': '248c41b3-6861-43d0-876c-e528541b699f', 'dois': ['10.1103/physrevb.69.144113'], 'elements': ['Ag'], 'othername': None, 'fictional': False}, {'id': '2004--Zhou-X-W-Johnson-R-A-Wadley-H-N-G--Al', 'key': '5aad5c57-cd85-48b3-acb0-db0cc4f68e31', 'dois': ['10.1103/physrevb.69.144113'], 'elements': ['Al'], 'othername': None, 'fictional': False}, {'id': '2004--Zhou-X-W-Johnson-R-A-Wadley-H-N-G--Au', 'key': '56c064d6-9bb4-42b6-b5e1-b54bb4dbae1d', 'dois': ['10.1103/physrevb.69.144113'], 'elements': ['Au'], 'othername': None, 'fictional': False}, {'id': '2004--Zhou-X-W-Johnson-R-A-Wadley-H-N-G--Co', 'key': '86bc9f81-1601-4a4f-bcc1-f5d7d96c3e9b', 'dois': ['10.1103/physrevb.69.144113'], 'elements': ['Co'], 'othername': None, 'fictional': False}, {'id': '2004--Zhou-X-W-Johnson-R-A-Wadley-H-N-G--Cu-Ag-Au', 'key': '52da31b9-68f7-4c14-9e82-048f6fbdd145', 'dois': ['10.1103/physrevb.69.144113'], 'elements': ['Cu', 'Ag', 'Au'], 'othername': None, 'fictional': False}, {'id': '2004--Zhou-X-W-Johnson-R-A-Wadley-H-N-G--Cu', 'key': '2b5389d5-0313-43be-a7c7-ce9130ba51b8', 'dois': ['10.1103/physrevb.69.144113'], 'elements': ['Cu'], 'othername': None, 'fictional': False}, {'id': '2004--Zhou-X-W-Johnson-R-A-Wadley-H-N-G--Fe', 'key': '030d9099-cf7f-4623-b597-733e80d214a4', 'dois': ['10.1103/physrevb.69.144113'], 'elements': ['Fe'], 'othername': None, 'fictional': False}, {'id': '2004--Zhou-X-W-Johnson-R-A-Wadley-H-N-G--Mg', 'key': '816ed50d-9e0c-4bd2-8a9a-dca83d4e0bb8', 'dois': ['10.1103/physrevb.69.144113'], 'elements': ['Mg'], 'othername': None, 'fictional': False}, {'id': '2004--Zhou-X-W-Johnson-R-A-Wadley-H-N-G--Mo', 'key': '7447a36d-7f5c-4562-b569-825d3cf66cc1', 'dois': ['10.1103/physrevb.69.144113'], 'elements': ['Mo'], 'othername': None, 'fictional': False}, {'id': '2004--Zhou-X-W-Johnson-R-A-Wadley-H-N-G--Ni', 'key': '063c9331-69e4-40e4-bb6c-cee56d576b60', 'dois': ['10.1103/physrevb.69.144113'], 'elements': ['Ni'], 'othername': None, 'fictional': False}, {'id': '2004--Zhou-X-W-Johnson-R-A-Wadley-H-N-G--Pb', 'key': '1c592eb1-3cdd-4090-aa0b-e7246f7d5f91', 'dois': ['10.1103/physrevb.69.144113'], 'elements': ['Pb'], 'othername': None, 'fictional': False}, {'id': '2004--Zhou-X-W-Johnson-R-A-Wadley-H-N-G--Pd', 'key': '5ea5dd6c-a901-4acd-b036-9c33a0acd5b0', 'dois': ['10.1103/physrevb.69.144113'], 'elements': ['Pd'], 'othername': None, 'fictional': False}, {'id': '2004--Zhou-X-W-Johnson-R-A-Wadley-H-N-G--Pt', 'key': 'b236a7be-023c-4df7-8146-da4fbdfcf900', 'dois': ['10.1103/physrevb.69.144113'], 'elements': ['Pt'], 'othername': None, 'fictional': False}, {'id': '2004--Zhou-X-W-Johnson-R-A-Wadley-H-N-G--Ta-Cu', 'key': 'f12498d1-1560-4fcf-af65-7ec9934b0b95', 'dois': ['10.1103/physrevb.69.144113'], 'elements': ['Ta', 'Cu'], 'othername': None, 'fictional': False}, {'id': '2004--Zhou-X-W-Johnson-R-A-Wadley-H-N-G--Ta', 'key': '04aa4a53-9229-4c6a-8a03-1e8836fd8712', 'dois': ['10.1103/physrevb.69.144113'], 'elements': ['Ta'], 'othername': None, 'fictional': False}, {'id': '2004--Zhou-X-W-Johnson-R-A-Wadley-H-N-G--Ti', 'key': '8d877089-5fc2-418e-a2b3-a1b468483690', 'dois': ['10.1103/physrevb.69.144113'], 'elements': ['Ti'], 'othername': None, 'fictional': False}, {'id': '2004--Zhou-X-W-Johnson-R-A-Wadley-H-N-G--W', 'key': '865a32b5-d4ae-4e3e-bd8b-b503d0ba1a78', 'dois': ['10.1103/physrevb.69.144113'], 'elements': ['W'], 'othername': None, 'fictional': False}, {'id': '2004--Zhou-X-W-Johnson-R-A-Wadley-H-N-G--Zr', 'key': '6ccabaad-9825-4d97-9f9d-3058fca15806', 'dois': ['10.1103/physrevb.69.144113'], 'elements': ['Zr'], 'othername': None, 'fictional': False}]"
2018-05-17-New-posting-for-Au-Pt,2018-05-17,new posting,New posting for Au-Pt,"[{'id': '2017--OBrien-C-J-Barr-C-M-Price-P-M-et-al--Pt-Au', 'key': '702f778d-fe20-45b2-8494-910be7453f48', 'dois': ['10.1007/s10853-017-1706-1'], 'elements': ['Pt', 'Au'], 'othername': None, 'fictional': False}]"
2018-05-17-New-postings-for-Cu-Fe-and-Ni,2018-05-17,new posting,"New postings for Cu, Fe and Ni","[{'id': '2018--Etesami-S-A-Asadi-E--Cu', 'key': '080d6165-e0be-45b5-8228-4eac51e7b78d', 'dois': ['10.1016/j.jpcs.2017.09.001'], 'elements': ['Cu'], 'othername': None, 'fictional': False}, {'id': '2018--Etesami-S-A-Asadi-E--Fe', 'key': '6c0f6df2-88e4-451b-833e-b9a0d3ccdc34', 'dois': ['10.1016/j.jpcs.2017.09.001'], 'elements': ['Fe'], 'othername': None, 'fictional': False}, {'id': '2018--Etesami-S-A-Asadi-E--Ni', 'key': 'f69c42dc-75b2-4a1b-abf0-bab1a0e9c778', 'dois': ['10.1016/j.jpcs.2017.09.001'], 'elements': ['Ni'], 'othername': None, 'fictional': False}]"
2018-05-17-Updated-publication-information,2018-05-17,updated posting,Updated publication information,"[{'id': '2015--Moore-A-P-Beeler-B-Deo-C-et-al--U-Zr', 'key': '94566722-46b5-4f66-8202-5dfebeba3f80', 'dois': ['10.1016/j.jnucmat.2015.10.016'], 'elements': ['U', 'Zr'], 'othername': None, 'fictional': False}]"
2018-07-31 Added LAMMPS-compatible format,2018-07-31,updated posting,Added LAMMPS-compatible format,"[{'id': '1998--Liu-X-Y-Adams-J-B--Al-Mg', 'key': '471c5c9d-fe61-4bbb-a088-a88be016d78d', 'dois': ['10.1016/s1359-6454(98)00038-x'], 'elements': ['Al', 'Mg'], 'othername': None, 'fictional': False}, {'id': '1999--Liu-X-Y-Liu-C-L-Borucki-L-J--Al-Cu', 'key': '92e1a9a3-8124-4808-9fd9-fa5e4abef227', 'dois': ['10.1016/s1359-6454(99)00186-x'], 'elements': ['Al', 'Cu'], 'othername': None, 'fictional': False}]"
2018-07-31 Complete overhaul of website. New layout. The potential listings format is now standardize,2018-07-31,site change,Complete overhaul of website. New layout. The potential listings format is now standardized and potentials are (once again) listed in reverse publication date order. Abstracts have been added for all references. The property calculation methods and how the calculation information is displayed has been changed. Documentation for the atomman and iprPy Python packages are now included.,[]
2018-07-31 New posting for Ag-Ni,2018-07-31,new posting,New posting for Ag-Ni,"[{'id': '2018--Pan-Z-Borovikov-V-Mendelev-M-I-Sansoz-F--Ag-Ni', 'key': '173f2416-dd88-403e-8b0a-8ac993c27205', 'dois': [], 'elements': ['Ag', 'Ni'], 'othername': None, 'fictional': False}]"
2018-07-31 New posting for Au,2018-07-31,new posting,New posting for Au,"[{'id': '2012--Norman-G-E-Starikov-S-V-Stegailov-V-V--Au', 'key': 'd559106d-4277-4119-a8e7-9ecf845af3e5', 'dois': ['10.1134/s1063776112040115'], 'elements': ['Au'], 'othername': None, 'fictional': False}]"
2018-07-31 New posting for Mg-Al-Zn,2018-07-31,new posting,New posting for Mg-Al-Zn,"[{'id': '2018--Dickel-D-E-Baskes-M-I-Aslam-I-Barrett-C-D--Mg-Al-Zn', 'key': '826e0c49-18e9-4e72-a526-aae0ff30d20d', 'dois': ['10.1088/1361-651x/aabaad'], 'elements': ['Mg', 'Al', 'Zn'], 'othername': None, 'fictional': False}]"
2018-07-31 Updated publication information,2018-07-31,updated posting,Updated publication information,"[{'id': '2013--Mendelev-M-I-King-A-H--Cu', 'key': '6e89fdb2-4d7f-4032-a14d-53f7d1c8f2eb', 'dois': ['10.1080/14786435.2012.747012'], 'elements': ['Cu'], 'othername': None, 'fictional': False}]"
2018-07-31-Added-LAMMPS-compatible-format,2018-07-31,updated posting,Added LAMMPS-compatible format,"[{'id': '1998--Liu-X-Y-Adams-J-B--Al-Mg', 'key': '471c5c9d-fe61-4bbb-a088-a88be016d78d', 'dois': ['10.1016/s1359-6454(98)00038-x'], 'elements': ['Al', 'Mg'], 'othername': None, 'fictional': False}, {'id': '1999--Liu-X-Y-Liu-C-L-Borucki-L-J--Al-Cu', 'key': '92e1a9a3-8124-4808-9fd9-fa5e4abef227', 'dois': ['10.1016/s1359-6454(99)00186-x'], 'elements': ['Al', 'Cu'], 'othername': None, 'fictional': False}]"
2018-07-31-Complete-overhaul-of-website.-New-layout,2018-07-31,site change,Complete overhaul of website. New layout. The potential listings format is now standardized and potentials are (once again) listed in reverse publication date order. Abstracts have been added for all references. The property calculation methods and how the calculation information is displayed has been changed. Documentation for the atomman and iprPy Python packages are now included.,[]
2018-07-31-New-posting-for-Ag-Ni,2018-07-31,new posting,New posting for Ag-Ni,"[{'id': '2018--Pan-Z-Borovikov-V-Mendelev-M-I-Sansoz-F--Ag-Ni', 'key': '173f2416-dd88-403e-8b0a-8ac993c27205', 'dois': [], 'elements': ['Ag', 'Ni'], 'othername': None, 'fictional': False}]"
2018-07-31-New-posting-for-Au,2018-07-31,new posting,New posting for Au,"[{'id': '2012--Norman-G-E-Starikov-S-V-Stegailov-V-V--Au', 'key': 'd559106d-4277-4119-a8e7-9ecf845af3e5', 'dois': ['10.1134/s1063776112040115'], 'elements': ['Au'], 'othername': None, 'fictional': False}]"
2018-07-31-New-posting-for-Mg-Al-Zn,2018-07-31,new posting,New posting for Mg-Al-Zn,"[{'id': '2018--Dickel-D-E-Baskes-M-I-Aslam-I-Barrett-C-D--Mg-Al-Zn', 'key': '826e0c49-18e9-4e72-a526-aae0ff30d20d', 'dois': ['10.1088/1361-651x/aabaad'], 'elements': ['Mg', 'Al', 'Zn'], 'othername': None, 'fictional': False}]"
2018-07-31-Updated-publication-information,2018-07-31,updated posting,Updated publication information,"[{'id': '2013--Mendelev-M-I-King-A-H--Cu', 'key': '6e89fdb2-4d7f-4032-a14d-53f7d1c8f2eb', 'dois': ['10.1080/14786435.2012.747012'], 'elements': ['Cu'], 'othername': None, 'fictional': False}]"
"2018-08-19 Added new implementation that corrects cutoff, conservation issues",2018-08-19,new posting,"Added new implementation that corrects cutoff, conservation issues","[{'id': '2018--Starikov-S-V-Kolotova-L-N-Kuksin-A-Y-et-al--U-Mo', 'key': '0363c268-9d42-4d82-9cc7-5a610c707c6c', 'dois': ['10.1016/j.jnucmat.2017.11.047'], 'elements': ['U', 'Mo'], 'othername': None, 'fictional': False}]"
2018-08-19 New posting for Mg-H,2018-08-19,new posting,New posting for Mg-H,"[{'id': '2018--Smirnova-D-E-Starikov-S-V-Vlasova-A-M--Mg-H', 'key': '9b94d565-98d8-4a45-ba5b-f45944960751', 'dois': ['10.1016/j.commatsci.2018.07.051'], 'elements': ['Mg', 'H'], 'othername': None, 'fictional': False}]"
2018-08-19 Updated publication information,2018-08-19,updated posting,Updated publication information,"[{'id': '2018--Mendelev-M-I-Zhang-F-Song-H-et-al--Tb', 'key': 'ed3a1bb7-3c6c-47f6-b3ca-e05870435610', 'dois': ['10.1063/1.5026922'], 'elements': ['Tb'], 'othername': None, 'fictional': False}]"
2018-08-19-Added-new-implementation-that-corrects-cutoff-conservation-issues,2018-08-19,new posting,"Added new implementation that corrects cutoff, conservation issues","[{'id': '2018--Starikov-S-V-Kolotova-L-N-Kuksin-A-Y-et-al--U-Mo', 'key': '0363c268-9d42-4d82-9cc7-5a610c707c6c', 'dois': ['10.1016/j.jnucmat.2017.11.047'], 'elements': ['U', 'Mo'], 'othername': None, 'fictional': False}]"
2018-08-19-New-posting-for-Mg-H,2018-08-19,new posting,New posting for Mg-H,"[{'id': '2018--Smirnova-D-E-Starikov-S-V-Vlasova-A-M--Mg-H', 'key': '9b94d565-98d8-4a45-ba5b-f45944960751', 'dois': ['10.1016/j.commatsci.2018.07.051'], 'elements': ['Mg', 'H'], 'othername': None, 'fictional': False}]"
2018-08-19-Updated-publication-information,2018-08-19,updated posting,Updated publication information,"[{'id': '2018--Mendelev-M-I-Zhang-F-Song-H-et-al--Tb', 'key': 'ed3a1bb7-3c6c-47f6-b3ca-e05870435610', 'dois': ['10.1063/1.5026922'], 'elements': ['Tb'], 'othername': None, 'fictional': False}]"
2018-09-20 New posting for Pb-Sn,2018-09-20,new posting,New posting for Pb-Sn,"[{'id': '2018--Etesami-S-A-Baskes-M-I-Laradji-M-Asadi-E--Pb-Sn', 'key': '7fda11d2-b6e8-4ffa-9083-fdb702cc5fab', 'dois': ['10.1016/j.actamat.2018.09.036'], 'elements': ['Pb', 'Sn'], 'othername': None, 'fictional': False}]"
2018-09-20-New-posting-for-Pb-Sn,2018-09-20,new posting,New posting for Pb-Sn,"[{'id': '2018--Etesami-S-A-Baskes-M-I-Laradji-M-Asadi-E--Pb-Sn', 'key': '7fda11d2-b6e8-4ffa-9083-fdb702cc5fab', 'dois': ['10.1016/j.actamat.2018.09.036'], 'elements': ['Pb', 'Sn'], 'othername': None, 'fictional': False}]"
2018-09-28 Updated publication information,2018-09-28,updated posting,Updated publication information,"[{'id': '2018--Etesami-S-A-Baskes-M-I-Laradji-M-Asadi-E--Pb-Sn', 'key': '7fda11d2-b6e8-4ffa-9083-fdb702cc5fab', 'dois': ['10.1016/j.actamat.2018.09.036'], 'elements': ['Pb', 'Sn'], 'othername': None, 'fictional': False}]"
2018-09-28-Updated-publication-information,2018-09-28,updated posting,Updated publication information,"[{'id': '2018--Etesami-S-A-Baskes-M-I-Laradji-M-Asadi-E--Pb-Sn', 'key': '7fda11d2-b6e8-4ffa-9083-fdb702cc5fab', 'dois': ['10.1016/j.actamat.2018.09.036'], 'elements': ['Pb', 'Sn'], 'othername': None, 'fictional': False}]"
2018-10-03 Corrected version that fixes energies of compact structures by extending tabulated rho,2018-10-03,updated posting,Corrected version that fixes energies of compact structures by extending tabulated rho,"[{'id': '2018--Starikov-S-V-Lopanitsyna-N-Y-Smirnova-D-E-Makarov-S-V--Si-Au', 'key': 'a467c165-fb49-40e6-88ff-644eb1b639bd', 'dois': ['10.1016/j.commatsci.2017.09.054'], 'elements': ['Si', 'Au'], 'othername': None, 'fictional': False}]"
"2018-10-03 New navbar, requests and recent changes updated and rebuilt",2018-10-03,site change,"New navbar, requests and recent changes updated and rebuilt",[]
2018-10-03-Corrected-version-that-fixes-energies-of-compact-structures-by-extending-tabulated-rho,2018-10-03,updated posting,Corrected version that fixes energies of compact structures by extending tabulated rho,"[{'id': '2018--Starikov-S-V-Lopanitsyna-N-Y-Smirnova-D-E-Makarov-S-V--Si-Au', 'key': 'a467c165-fb49-40e6-88ff-644eb1b639bd', 'dois': ['10.1016/j.commatsci.2017.09.054'], 'elements': ['Si', 'Au'], 'othername': None, 'fictional': False}]"
2018-10-03-New-navbar-requests-and-recent-changes-updated-and-rebuilt,2018-10-03,site change,"New navbar, requests and recent changes updated and rebuilt",[]
2018-10-04 New posting for Al-Cu-H,2018-10-04,new posting,New posting for Al-Cu-H,"[{'id': '2018--Zhou-X-W-Ward-D-K-Foster-M-E--Al-Cu-H', 'key': '0dcce013-aa73-49bc-bb6d-d1ec28a31b52', 'dois': ['10.1039/c8nj00513c'], 'elements': ['Al', 'Cu', 'H'], 'othername': None, 'fictional': False}]"
