name,year_authors,year,volume,url,title,publisher,pages,number,month,journal,doi,author,abstract,ENTRYTYPE,ID,issue,numpages,note,day,booktitle,address
10.1088_0022-3719_3_4_009,1970--Glyde-H-R,1970,3,https://doi.org/10.1088%2F0022-3719%2F3%2F4%2F009,Anharmonicity and potentials for the solidified inert gases,IOP Publishing,810--819,4,apr,Journal of Physics C: Solid State Physics,10.1088/0022-3719/3/4/009,H R Glyde,"The parameters for a representative two-body Morse potential are determined for the solidified inert gases by fitting to 0 degrees K solid data. This is done using first the harmonic approximation and subsequently the first-order self-consistent harmonic approximation, to describe the solid at 0 degrees K. On comparing the two cases, the effect on the potential of neglecting anharmonicity is found to be insignificant for xenon and krypton, small for argon but most important for neon. For neon, dispersion curves are calculated using the potentials found in the two cases and other Lennard-Jones potentials determined using various solid models to fit the 0 degrees K properties. The effect of the potential changes on the dispersion curve is marked.",article,Glyde_1970,,,,,,
10.1088_0953-8984_15_32_324,2003--Nord-J-Albe-K-Erhart-P-Nordlund-K,2003,15,https://doi.org/10.1088%2F0953-8984%2F15%2F32%2F324,"Modelling of compound semiconductors: analytical bond-order potential for gallium, nitrogen and gallium nitride",IOP Publishing,5649--5662,32,aug,Journal of Physics: Condensed Matter,10.1088/0953-8984/15/32/324,J Nord and K Albe and P Erhart and K Nordlund,"An analytical bond-order potential for GaN is presented that describes a wide range of structural properties of GaN as well as bonding and structure of the pure constituents. For the systematic fit of the potential parameters reference data are taken from total-energy calculations within the density functional theory if not available from experiments. Although long-range interactions are not explicitly included in the potential, the present model provides a good fit to different structural geometries including defects and high-pressure phases of GaN.",article,Nord_2003,,,,,,
10.1088_0953-8984_16_27_003,2004--Ackland-G-J-Mendelev-M-I-Srolovitz-D-J-et-al,2004,16,https://doi.org/10.1088%2F0953-8984%2F16%2F27%2F003,Development of an interatomic potential for phosphorus impurities in α-iron,IOP Publishing,S2629--S2642,27,jun,Journal of Physics: Condensed Matter,10.1088/0953-8984/16/27/003,G J Ackland and M I Mendelev and D J Srolovitz and S Han and A V Barashev,"We present the derivation of an interatomic potential for the iron–phosphorus system based primarily on ab initio data. Transferability in this system is extremely problematic, and the potential is intended specifically to address the problem of radiation damage and point defects in iron containing low concentrations of phosphorus atoms. Some preliminary molecular dynamics calculations show that P strongly affects point defect migration.",article,Ackland_2004,,,,,,
10.1088_0953-8984_17_44_003,2005--Dudarev-S-L-Derlet-P-M,2005,17,https://doi.org/10.1088%2F0953-8984%2F17%2F44%2F003,A 'magnetic' interatomic potential for molecular dynamics simulations,IOP Publishing,7097--7118,44,oct,Journal of Physics: Condensed Matter,10.1088/0953-8984/17/44/003,S L Dudarev and P M Derlet,We develop a semi-empirical many-body interatomic potential suitable for large scale molecular dynamics simulations of magnetic α-iron. The functional form of the embedding part of the potential is derived using a combination of the Stoner and the Ginzburg–Landau models. We show that it is the symmetry broken solutions of the Ginzburg–Landau model describing spontaneous magnetization of atoms that provide the link between magnetism and interatomic forces. We discuss a range of potential applications of the new method.,article,Dudarev_2005,,,,,,
10.1088_0953-8984_18_29_003,2006--Erhart-P-Juslin-N-Goy-O-et-al,2006,18,https://doi.org/10.1088%2F0953-8984%2F18%2F29%2F003,Analytic bond-order potential for atomistic simulations of zinc oxide,IOP Publishing,6585--6605,29,jun,Journal of Physics: Condensed Matter,10.1088/0953-8984/18/29/003,Paul Erhart and Niklas Juslin and Oliver Goy and Kai Nordlund and Ralf Müller and Karsten Albe,"An interatomic potential for zinc oxide and its elemental constituents is derived based on an analytical bond-order formalism. The model potential provides a good description of the bulk properties of various solid structures of zinc oxide including cohesive energies, lattice parameters, and elastic constants. For the pure elements zinc and oxygen the energetics and structural parameters of a variety of bulk phases and in the case of oxygen also molecular structures are reproduced. The dependence of thermal and point defect properties on the cutoff parameters is discussed. As exemplary applications the irradiation of bulk zinc oxide and the elastic response of individual nanorods are studied.",article,Erhart_2006,,,,,,
10.1088_0953-8984_19_23_239001,2007--Dudarev-S-L-Derlet-P-M,2007,19,https://doi.org/10.1088%2F0953-8984%2F19%2F23%2F239001,A `magnetic′ interatomic potential for molecular dynamics simulations.,IOP Publishing,239001,23,may,Journal of Physics: Condensed Matter,10.1088/0953-8984/19/23/239001,S L Dudarev and P M Derlet,"Our colleagues pointed out that the format of numerical values given in table 3 of our paper may cause confusion and lead to an error in the numerical implementation of the potential. Below we list the values given in table 3 of our original paper, this time using conventional decimal notations. These values correspond to the same choice of parameter ρc=1.",article,L_2007,,,,,,
10.1088_0953-8984_19_32_326220,2007--Muller-M-Erhart-P-Albe-K,2007,19,https://doi.org/10.1088%2F0953-8984%2F19%2F32%2F326220,Analytic bond-order potential for bcc and fcc iron—comparison with established embedded-atom method potentials,IOP Publishing,326220,32,jul,Journal of Physics: Condensed Matter,10.1088/0953-8984/19/32/326220,Michael Müller and Paul Erhart and Karsten Albe,"A new analytic bond-order potential for iron is presented that has been fitted to experimental data and results from first-principles calculations. The angular-dependent functional form allows a proper description of a large variety of bulk, surface and defect properties, including the Bain path, phonon dispersions, defect diffusivities and defect formation energies. By calculating Gibbs free energies of body-centred cubic (bcc) and face-centred cubic (fcc) iron as a function of temperature, we show that this potential is able to reproduce the transitions from α-iron to γ-iron and δ-iron before the melting point. The results are compared to four widely used embedded-atom-method potentials for iron.",article,M_ller_2007,,,,,,
10.1088_0953-8984_21_32_325801,2009--Do-E-C-Shin-Y-H-Lee-B-J,2009,21,https://doi.org/10.1088%2F0953-8984%2F21%2F32%2F325801,"Atomistic modeling of III-V nitrides: modified embedded-atom method interatomic potentials for GaN, InN and Ga<sub>1-x</sub>In<sub>x</sub>N",IOP Publishing,325801,32,jul,Journal of Physics: Condensed Matter,10.1088/0953-8984/21/32/325801,Eun Cheol Do and Young-Han Shin and Byeong-Joo Lee,"Modified embedded-atom method (MEAM) interatomic potentials for the Ga-N and In-N binary and Ga-In-N ternary systems have been developed based on the previously developed potentials for Ga, In and N. The potentials can describe various physical properties (structural, elastic and defect properties) of both zinc-blende and wurtzite-type GaN and InN as well as those of constituent elements, in good agreement with experimental data or high-level calculations. The potential can also describe the structural behavior of Ga<sub>1-x</sub>In<sub>x</sub>N ternary nitrides reasonably well. The applicability of the potentials to atomistic investigations of atomic/nanoscale structural evolution in Ga<sub>1-x</sub>In<sub>x</sub>N multi-component nitrides during the deposition of constituent element atoms is discussed.",article,Do_2009,,,,,,
10.1088_0953-8984_21_9_095002,2009--Branicio-P-S-Rino-J-P-Gan-C-K-Tsuzuki-H,2009,21,https://doi.org/10.1088%2F0953-8984%2F21%2F9%2F095002,"Interaction potential for indium phosphide: a molecular dynamics and first-principles study of the elastic constants, generalized stacking fault and surface energies",IOP Publishing,095002,9,jan,Journal of Physics: Condensed Matter,10.1088/0953-8984/21/9/095002,Paulo Sergio Branicio and José Pedro Rino and Chee Kwan Gan and Hélio Tsuzuki,"Indium phosphide is investigated using molecular dynamics (MD) simulations and density-functional theory calculations. MD simulations use a proposed effective interaction potential for InP fitted to a selected experimental dataset of properties. The potential consists of two- and three-body terms that represent atomic-size effects, charge–charge, charge–dipole and dipole–dipole interactions as well as covalent bond bending and stretching. Predictions are made for the elastic constants as a function of density and temperature, the generalized stacking fault energy and the low-index surface energies.",article,Branicio_2009,,,,,,
10.1088_0953-8984_22_17_175702,2010--Lee-E-Lee-B-J,2010,22,https://doi.org/10.1088%2F0953-8984%2F22%2F17%2F175702,Modified embedded-atom method interatomic potential for the Fe–Al system,IOP Publishing,175702,17,apr,Journal of Physics: Condensed Matter,10.1088/0953-8984/22/17/175702,Eunkoo Lee and Byeong-Joo Lee,"An interatomic potential for the Fe–Al binary system has been developed based on the modified embedded-atom method (MEAM) potential formalism. The potential can describe various fundamental physical properties of Fe–Al binary alloys—structural, elastic and thermodynamic properties, defect formation behavior and interactions between defects—in reasonable agreement with experimental data or higher-level calculations. The applicability of the potential to atomistic investigations of various defect formation behaviors and their effects on the mechanical properties of high aluminum steels as well as Fe–Al binary alloys is demonstrated.",article,Lee_2010,,,,,,
10.1088_0953-8984_23_20_206001,2011--Chiesa-S-Derlet-P-M-Dudarev-S-L-Swygenhoven-H-V,2011,23,https://doi.org/10.1088%2F0953-8984%2F23%2F20%2F206001,Optimization of the magnetic potential for α-Fe,IOP Publishing,206001,20,may,Journal of Physics: Condensed Matter,10.1088/0953-8984/23/20/206001,S Chiesa and P M Derlet and S L Dudarev and H Van Swygenhoven,"A second generation of empirical potentials is produced for α-Fe within the framework of the magnetic potential formalism (Dudarev and Derlet 2005 <i>J. Phys.: Condens. Matter</i> <b>17</b> 7097). A materials database that, in addition to <i>ab initio</i>-derived point defect formation energies, now includes third-order elastic constant and <i>ab initio</i>-derived string potential data controlling, respectively, the thermal expansion properties and the core structure of the 1/2<111> screw dislocation. Three parameterizations are presented in detail, all of which exhibit positive thermal expansion and produce a non-degenerate configuration for the relaxed 1/2<111> screw dislocation easy core structure. These potentials, along with two other published potentials, are investigated in terms of defect formation volume, early stage dislocation loop clustering energetics, <110> dumbbell interstitial diffusion, and the zero-stress 1/2<111> screw dislocation Peierls barrier and its corresponding kink formation energies.",article,Chiesa_2011,,,,,,
10.1088_0953-8984_24_14_149501,2012--Smirnova-D-E-Starikov-S-V-Stegailov-V-V,2012,24,https://doi.org/10.1088%2F0953-8984%2F24%2F14%2F149501,Interatomic potential for uranium in a wide range of pressures and temperatures,IOP Publishing,149501,14,mar,Journal of Physics: Condensed Matter,10.1088/0953-8984/24/14/149501,D E Smirnova and S V Starikov and V V Stegailov,,article,Smirnova_2012,,,,,,
10.1088_0953-8984_24_1_015702,2011--Smirnova-D-E-Starikov-S-V-Stegailov-V-V,2011,24,https://doi.org/10.1088%2F0953-8984%2F24%2F1%2F015702,Interatomic potential for uranium in a wide range of pressures and temperatures,IOP Publishing,015702,1,dec,Journal of Physics: Condensed Matter,10.1088/0953-8984/24/1/015702,D E Smirnova and S V Starikov and V V Stegailov,"Using the force-matching method we develop an interatomic potential that allows us to study the structure and properties of α-U, γ-U and liquid uranium. The potential is fitted to the forces, energies and stresses obtained from ab initio calculations. The model gives a good comparison with the experimental and ab initio data for the lattice constants of α-U and γ-U, the elastic constants, the room-temperature isotherm, the normal density isochore, the bond-angle distribution functions and the vacancy formation energies. The calculated melting line of uranium at pressures up to 80 GPa and the temperature of the α-γ transition at 3 GPa agree well with the experimental phase diagram of uranium.",article,Smirnova_2011,,,,,,
10.1088_0953-8984_24_22_225002,2012--Ko-W-S-Kim-N-J-Lee-B-J,2012,24,https://doi.org/10.1088%2F0953-8984%2F24%2F22%2F225002,Atomistic modeling of an impurity element and a metal-impurity system: pure P and Fe-P system,IOP Publishing,225002,22,apr,Journal of Physics: Condensed Matter,10.1088/0953-8984/24/22/225002,Won-Seok Ko and Nack J Kim and Byeong-Joo Lee,"An interatomic potential for pure phosphorus, an element that has van der Waals, covalent and metallic bonding character, simultaneously, has been developed for the purpose of application to metal-phosphorus systems. As a simplification, the van der Waals interaction, which is less important in metal-phosphorus systems, was omitted in the parameterization process and potential formulation. On the basis of the second-nearest-neighbor modified embedded-atom method (2NN MEAM) interatomic potential formalism applicable to both covalent and metallic materials, a potential that can describe various fundamental physical properties of a wide range of allotropic or transformed crystalline structures of pure phosphorus could be developed. The potential was then extended to the Fe-P binary system describing various physical properties of intermetallic compounds, bcc and liquid alloys, and also the segregation tendency of phosphorus on grain boundaries of bcc iron, in good agreement with experimental information. The suitability of the present potential and the parameterization process for atomic scale investigations about the effects of various non-metallic impurity elements on metal properties is demonstrated.",article,Ko_2012,,,,,,
10.1088_0953-8984_25_31_315401,2013--Bonny-G-Castin-N-Bullens-J-et-al,2013,25,https://doi.org/10.1088%2F0953-8984%2F25%2F31%2F315401,On the mobility of vacancy clusters in reduced activation steels: an atomistic study in the Fe-Cr-W model alloy,IOP Publishing,315401,31,jul,Journal of Physics: Condensed Matter,10.1088/0953-8984/25/31/315401,G Bonny and N Castin and J Bullens and A Bakaev and T C P Klaver and D Terentyev,"Reduced activation steels are considered as structural materials for future fusion reactors. Besides iron and the main alloying element chromium, these steels contain other minor alloying elements, typically tungsten, vanadium and tantalum. In this work we study the impact of chromium and tungsten, being major alloying elements of ferritic Fe–Cr–W-based steels, on the stability and mobility of vacancy defects, typically formed under irradiation in collision cascades. For this purpose, we perform ab initio calculations, develop a many-body interatomic potential (EAM formalism) for large-scale calculations, validate the potential and apply it using an atomistic kinetic Monte Carlo method to characterize the lifetime and diffusivity of vacancy clusters. To distinguish the role of Cr and W we perform atomistic kinetic Monte Carlo simulations in Fe–Cr, Fe–W and Fe–Cr–W alloys. Within the limitation of transferability of the potentials it is found that both Cr and W enhance the diffusivity of vacancy clusters, while only W strongly reduces their lifetime. The cluster lifetime reduction increases with W concentration and saturates at about 1-2 at.%. The obtained results imply that W acts as an efficient 'breaker' of small migrating vacancy clusters and therefore the short-term annealing process of cascade debris is modified by the presence of W, even in small concentrations.",article,Bonny_2013,,,,,,
10.1088_0953-8984_25_39_395502,2013--Marinica-M-C-Ventelon-L-Gilbert-M-R-et-al,2013,25,https://doi.org/10.1088%2F0953-8984%2F25%2F39%2F395502,Interatomic potentials for modelling radiation defects and dislocations in tungsten,IOP Publishing,395502,39,sep,Journal of Physics: Condensed Matter,10.1088/0953-8984/25/39/395502,M-C Marinica and Lisa Ventelon and M R Gilbert and L Proville and S L Dudarev and J Marian and G Bencteux and F Willaime,"We have developed empirical interatomic potentials for studying radiation defects and dislocations in tungsten. The potentials use the embedded atom method formalism and are fitted to a mixed database, containing various experimentally measured properties of tungsten and ab initio formation energies of defects, as well as ab initio interatomic forces computed for random liquid configurations. The availability of data on atomic force fields proves critical for the development of the new potentials. Several point and extended defect configurations were used to test the transferability of the potentials. The trends predicted for the Peierls barrier of the 1/2<111> screw dislocation are in qualitative agreement with ab initio calculations, enabling quantitative comparison of the predicted kink-pair formation energies with experimental data.",article,Marinica_2013,,,,,,
10.1088_0953-8984_25_44_445401,2013--Henriksson-K-O-E-Bjorkas-C-Nordlund-K,2013,25,https://doi.org/10.1088%2F0953-8984%2F25%2F44%2F445401,Atomistic simulations of stainless steels: a many-body potential for the Fe-Cr-C system,IOP Publishing,445401,44,oct,Journal of Physics: Condensed Matter,10.1088/0953-8984/25/44/445401,K O E Henriksson and C Björkas and K Nordlund,"Stainless steels found in real-world applications usually have some C content in the base Fe–Cr alloy, resulting in hard and dislocation-pinning carbides—Fe3C (cementite) and Cr23C6—being present in the finished steel product. The higher complexity of the steel microstructure has implications, for example, for the elastic properties and the evolution of defects such as Frenkel pairs and dislocations. This makes it necessary to re-evaluate the effects of basic radiation phenomena and not simply to rely on results obtained from purely metallic Fe–Cr alloys. In this report, an analytical interatomic potential parameterization in the Abell–Brenner–Tersoff form for the entire Fe–Cr–C system is presented to enable such calculations. The potential reproduces, for example, the lattice parameter(s), formation energies and elastic properties of the principal Fe and Cr carbides (Fe3C, Fe5C2, Fe7C3, Cr3C2, Cr7C3, Cr23C6), the Fe–Cr mixing energy curve, formation energies of simple C point defects in Fe and Cr, and the martensite lattice anisotropy, with fair to excellent agreement with empirical results. Tests of the predictive power of the potential show, for example, that Fe–Cr nanowires and bulk samples become elastically stiffer with increasing Cr and C concentrations. High-concentration nanowires also fracture at shorter relative elongations than wires made of pure Fe. Also, tests with Fe3C inclusions show that these act as obstacles for edge dislocations moving through otherwise pure Fe.",article,Henriksson_2013,,,,,,
10.1088_0953-8984_26_3_035404,2013--Onat-B-Durukanoglu-S,2013,26,https://doi.org/10.1088%2F0953-8984%2F26%2F3%2F035404,An optimized interatomic potential for Cu–Ni alloys with the embedded-atom method,IOP Publishing,035404,3,dec,Journal of Physics: Condensed Matter,10.1088/0953-8984/26/3/035404,Berk Onat and Sondan Durukanoğlu,"We have developed a semi-empirical and many-body type model potential using a modified charge density profile for Cu–Ni alloys based on the embedded-atom method (EAM) formalism with an improved optimization technique. The potential is determined by fitting to experimental and first-principles data for Cu, Ni and Cu–Ni binary compounds, such as lattice constants, cohesive energies, bulk modulus, elastic constants, diatomic bond lengths and bond energies. The generated potentials were tested by computing a variety of properties of pure elements and the alloy of Cu, Ni: the melting points, alloy mixing enthalpy, lattice specific heat, equilibrium lattice structures, vacancy formation and interstitial formation energies, and various diffusion barriers on the (100) and (111) surfaces of Cu and Ni.",article,Onat_2013,,,,,,
10.1088_0953-8984_26_48_485001,2014--Bonny-G-Grigorev-P-Terentyev-D,2014,26,https://doi.org/10.1088%2F0953-8984%2F26%2F48%2F485001,On the binding of nanometric hydrogen-helium clusters in tungsten,IOP Publishing,485001,48,oct,Journal of Physics: Condensed Matter,10.1088/0953-8984/26/48/485001,G Bonny and P Grigorev and D Terentyev,"In this work we developed an embedded atom method potential for large scale atomistic simulations in the ternary tungsten–hydrogen–helium (W–H–He) system, focusing on applications in the fusion research domain. Following available ab initio data, the potential reproduces key interactions between H, He and point defects in W and utilizes the most recent potential for matrix W. The potential is applied to assess the thermal stability of various H–He complexes of sizes too large for ab initio techniques. The results show that the dissociation of H–He clusters stabilized by vacancies will occur primarily by emission of hydrogen atoms and then by break-up of V–He complexes, indicating that H–He interaction does influence the release of hydrogen.",article,Bonny_2014,,,,,,
10.1088_0953-8984_27_1_015003,2015--Choudhary-K-Liang-T-Chernatynskiy-A-et-al,2015,27,https://doi.org/10.1088%2F0953-8984%2F27%2F1%2F015003,Charge optimized many-body potential for aluminum,IOP Publishing,015003,1,nov,Journal of Physics: Condensed Matter,10.1088/0953-8984/27/1/015003,Kamal Choudhary and Tao Liang and Aleksandr Chernatynskiy and Zizhe Lu and Anuj Goyal and Simon R Phillpot and Susan B Sinnott,"An interatomic potential for Al is developed within the third generation of the charge optimized many-body (COMB3) formalism. The database used for the parameterization of the potential consists of experimental data and the results of first-principles and quantum chemical calculations. The potential exhibits reasonable agreement with cohesive energy, lattice parameters, elastic constants, bulk and shear modulus, surface energies, stacking fault energies, point defect formation energies, and the phase order of metallic Al from experiments and density functional theory. In addition, the predicted phonon dispersion is in good agreement with the experimental data and first-principles calculations. Importantly for the prediction of the mechanical behavior, the unstable stacking fault energetics along the <1 2 -1> direction on the (1 1 1) plane are similar to those obtained from first-principles calculations. The polycrsytal when strained shows responses that are physical and the overall behavior is consistent with experimental observations.",article,Choudhary_2014,,,,,,
10.1088_0953-8984_27_30_305004,2015--Choudhary-K-Liang-T-Chernatynskiy-A-et-al,2015,27,https://doi.org/10.1088%2F0953-8984%2F27%2F30%2F305004,"Charge optimized many-body (COMB) potential for Al<sub>2</sub>O<sub>3</sub> materials, interfaces, and nanostructures",IOP Publishing,305004,30,jul,Journal of Physics: Condensed Matter,10.1088/0953-8984/27/30/305004,Kamal Choudhary and Tao Liang and Aleksandr Chernatynskiy and Simon R Phillpot and Susan B Sinnott,"This work presents the development and applications of a new empirical, variable chargepotential for Al<sub>2</sub>O<sub>3</sub> systems within the charge optimized many-body (COMB) potential framework. The potential can describe the fundamental physical properties of Al<sub>2</sub>O<sub>3</sub>, including cohesive energy, elastic constants, defect formation energies, surface energies and phonon properties of α-Al<sub>2</sub>O<sub>3</sub> comparable to that obtained from experiments and first-principles calculations. The potential is further employed in classical molecular dynamics (MD) simulations to validate and predict the properties of the Al (1 1 1)–Al<sub>2</sub>O<sub>3</sub> (0 0 0 1) interface, tensile properties of Al nanowires, Al<sub>2</sub>O<sub>3</sub> nanowires, Al<sub>2</sub>O<sub>3</sub>-covered Al nanowires, and defective Al<sub>2</sub>O<sub>3</sub> nanowires. The results demonstrate that the potential is well-suited to model heterogeneous material systems involving Al and Al<sub>2</sub>O<sub>3</sub>. Most importantly, the parameters can be seamlessly coupled with COMB3 parameters for other materials to enable MD simulations of a wide range of heterogeneous material systems.",article,Choudhary_2015,,,,,,
10.1088_0953-8984_27_33_336302,2015--Kumar-A-Chernatynskiy-A-Liang-T-et-al,2015,27,https://doi.org/10.1088%2F0953-8984%2F27%2F33%2F336302,Charge optimized many-body (COMB) potential for dynamical simulation of Ni-Al phases,IOP Publishing,336302,33,aug,Journal of Physics: Condensed Matter,10.1088/0953-8984/27/33/336302,Aakash Kumar and Aleksandr Chernatynskiy and Tao Liang and Kamal Choudhary and Mark J Noordhoek and Yu-Ting Cheng and Simon R Phillpot and Susan B Sinnott,"An interatomic potential for the Ni–Al system is presented within the third-generation charge optimized many-body (COMB3) formalism. The potential has been optimized for Ni<sub>3</sub>Al, or the γ' phase in Ni-based superalloys. The formation energies predicted for other Ni–Al phases are in reasonable agreement with first-principles results. The potential further predicts good mechanical properties for Ni<sub>3</sub>Al, which includes the values of the complex stacking fault (CSF) and the anti-phase boundary (APB) energies for the (1 1 1) and (1 0 0) planes. It is also used to investigate dislocation propagation across the Ni<sub>3</sub>Al (1 1 0)–Ni (1 1 0) interface, and the results are consistent with simulation results reported in the literature. The potential is further used in combination with a recent COMB3 potential for Al<sub>2</sub>O<sub>3</sub> to investigate the Ni<sub>3</sub>Al (1 1 1)–Al<sub>2</sub>O<sub>3</sub> (0 0 0 1) interface, which has not been modeled previously at the classical atomistic level due to the lack of a reactive potential to describe both Ni<sub>3</sub>Al and Al<sub>2</sub>O<sub>3</sub> as well as interactions between them. The calculated work of adhesion for this interface is predicted to be 1.85 J m<sup>−2</sup>, which is in agreement with available experimental data. The predicted interlayer distance is further consistent with the available first-principles results for Ni (1 1 1)–Al<sub>2</sub>O<sub>3</sub> (0 0 0 1).",article,Kumar_2015,,,,,,
10.1088_0953-8984_28_17_175501,2016--Samolyuk-G-D-Beland-L-K-Stocks-G-M-Stoller-R-E,2016,28,https://doi.org/10.1088%2F0953-8984%2F28%2F17%2F175501,Electron–phonon coupling in Ni-based binary alloys with application to displacement cascade modeling,IOP Publishing,175501,17,apr,Journal of Physics: Condensed Matter,10.1088/0953-8984/28/17/175501,G D Samolyuk and L K Béland and G M Stocks and R E Stoller,"Energy transfer between lattice atoms and electrons is an important channel of energy dissipation during displacement cascade evolution in irradiated materials. On the assumption of small atomic displacements, the intensity of this transfer is controlled by the strength of electron–phonon (el–ph) coupling. The el–ph coupling in concentrated Ni-based alloys was calculated using electronic structure results obtained within the coherent potential approximation. It was found that Ni<sub>0.5</sub>Fe<sub>0.5</sub>, Ni<sub>0.5</sub>Co<sub>0.5</sub> and Ni<sub>0.5</sub>Pd<sub>0.5</sub> are ordered ferromagnetically, whereas Ni<sub>0.5</sub>Cr<sub>0.5</sub> is nonmagnetic. Since the magnetism in these alloys has a Stoner-type origin, the magnetic ordering is accompanied by a decrease of electronic density of states at the Fermi level, which in turn reduces the el–ph coupling. Thus, the el–ph coupling values for all alloys are approximately 50% smaller in the magnetic state than for the same alloy in a nonmagnetic state. As the temperature increases, the calculated coupling initially increases. After passing the Curie temperature, the coupling decreases. The rate of decrease is controlled by the shape of the density of states above the Fermi level. Introducing a two-temperature model based on these parameters in 10 keV molecular dynamics cascade simulation increases defect production by 10–20% in the alloys under consideration.",article,Samolyuk_2016,,,,,,
10.1088_0965-0393_11_3_302,2003--Hoyt-J-J-Garvin-J-W-Webb-E-B-Asta-M,2003,11,https://doi.org/10.1088%2F0965-0393%2F11%2F3%2F302,An embedded atom method interatomic potential for the Cu-Pb system,IOP Publishing,287--299,3,feb,Modelling and Simulation in Materials Science and Engineering,10.1088/0965-0393/11/3/302,J J Hoyt and J W Garvin and E B Webb and Mark Asta,"A simple procedure is used to formulate a Cu–Pb pair interaction function within the embedded atom (EAM) method framework. Embedding, density and pair functions for pure Cu and pure Pb are taken from previously published EAM studies. Optimization of the Cu–Pb potential was achieved by comparing with experiment the computed heats of mixing for Cu–Pb liquid alloys and the equilibrium phase diagram, the latter being determined via a thermodynamic integration technique. The topology of the temperature-composition phase diagram computed with this EAM potential is consistent with experiment and features a liquid–liquid miscibility gap, low solubility of Pb in solid Cu and a monotectic reaction at approximately 1012 K.",article,Hoyt_2003,,,,,,
10.1088_0965-0393_12_4_007,2004--Liu-X-Y-Ercolessi-F-Adams-J-B,2004,12,https://doi.org/10.1088%2F0965-0393%2F12%2F4%2F007,Aluminium interatomic potential from density functional theory calculations with improved stacking fault energy,IOP Publishing,665--670,4,may,Modelling and Simulation in Materials Science and Engineering,10.1088/0965-0393/12/4/007,Xiang-Yang Liu and Furio Ercolessi and James B Adams,"A new Al potential with improved stacking fault energy is constructed using the force-matching method. The potential is fitted to an ab initio forces database and various experimental data. By using a slightly larger cut-off, we found that the new potential gives the relaxed stacking fault energy in the experimental range without changing the excellent thermal and surface properties of the original force-matching Al potential given by Ercolessi and Adams (1994 Europhys. Lett. 26 583).",article,Liu_2004,,,,,,
10.1088_0965-0393_14_5_002,2006--Williams-P-L-Mishin-Y-Hamilton-J-C,2006,14,https://doi.org/10.1088%2F0965-0393%2F14%2F5%2F002,An embedded-atom potential for the Cu-Ag system,IOP Publishing,817--833,5,may,Modelling and Simulation in Materials Science and Engineering,10.1088/0965-0393/14/5/002,P L Williams and Y Mishin and J C Hamilton,"A new embedded-atom method (EAM) potential has been constructed for Ag by fitting to experimental and first-principles data. The potential accurately reproduces the lattice parameter, cohesive energy, elastic constants, phonon frequencies, thermal expansion, lattice-defect energies, as well as energies of alternate structures of Ag. Combining this potential with an existing EAM potential for Cu, a binary potential set for the Cu–Ag system has been constructed by fitting the cross-interaction function to first-principles energies of imaginary Cu–Ag compounds. Although properties used in the fit refer to the 0 K temperature (except for thermal expansion factors of pure Cu and Ag) and do not include liquid configurations, the potentials demonstrate good transferability to high-temperature properties. In particular, the entire Cu–Ag phase diagram calculated with the new potentials in conjunction with Monte Carlo simulations is in satisfactory agreement with experiment. This agreement suggests that EAM potentials accurately fit to 0 K properties can be capable of correctly predicting simple phase diagrams. Possible applications of the new potential set are outlined.",article,Williams_2006,,,,,,
10.1088_0965-0393_17_2_025010,2009--Bonny-G-Pasianot-R-C-Malerba-L,2009,17,https://doi.org/10.1088%2F0965-0393%2F17%2F2%2F025010,Fe-Ni many-body potential for metallurgical applications,IOP Publishing,025010,2,jan,Modelling and Simulation in Materials Science and Engineering,10.1088/0965-0393/17/2/025010,G Bonny and R C Pasianot and L Malerba,"A many-body interatomic potential for the Fe–Ni system is fitted, capable of describing both the ferritic and austenitic phase. The Fe–Ni system exhibits two stable ordered intermetallic phases, namely, L10 FeNi and L12 FeNi3, that are key issues to be tackled when creating a Fe–Ni potential consistent with thermodynamics. A procedure, based on a rigid lattice Ising model and the theory of correlation functions space, is developed to address all the intermetallics that are possible ground states of the system. While controlling the ground states of the system, the mixing enthalpy and defect properties were fitted. Both bcc and fcc defect properties are compared with density functional theory calculations and other potentials found in the literature. Finally, the potential is thermodynamically validated by constructing the alloy phase diagram. It is shown that the experimental phase diagram is reproduced reasonably well and that our potential gives a globally improved description of the Fe–Ni system in the whole concentration range with respect to the potentials found in the literature.",article,Bonny_2009,,,,,,
